Time [s], Analyzer Name, Decoded Protocol Result
3.579560960000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579568960000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579630720000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579638720000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579701180000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579709180000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579771000000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579779000000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579841600000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579849600000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579911480000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579919460000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579982440000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579990440000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580052480000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580060480000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580122360000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580130360000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580192500000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580200500000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580262200000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580270200000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580332500000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580340500000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580402420000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580410420000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580472040000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580480040000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580541600000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580549600000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580611980000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580619980000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580681780000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580689780000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580752420000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580760420000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580822060000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580830060000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580892580000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580900580000000,SPI,MOSI: 0x00;  MISO: 0x44
3.580963460000000,SPI,MOSI: 0x88;  MISO: 0x00
3.580971460000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581033380000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581041380000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581102920000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581110920000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581172540000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581180540000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581242420000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581250420000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581313440000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581321440000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581383420000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581391420000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581453380000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581461380000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581523520000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581531520000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581599380000000,SPI,MOSI: 0x00;  MISO: 0x08
3.581664240000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581672240000000,SPI,MOSI: 0x00;  MISO: 0x44
3.581733880000000,SPI,MOSI: 0x88;  MISO: 0x00
3.581741880000000,SPI,MOSI: 0x00;  MISO: 0x44
